BotName	SettingName	SettingJson	GameWord	TotalGuessesMade	LatestGameState	GameResult
BasicRandomBot	ShortWords(1-6 letters)	{"WordLengthLowerBound": 0, "WordLengthUpperBound": 5, "TotalGuessesAllowed": 10}	{"game_word": "AA"}	10	{"current_state": "_ _", "guesses_left": 0, "correct_guesses": [], "incorrect_guesses": ["C", "P", "K", "B", "V", "F", "Y", "E", "G", "R"], "game_word": {"game_word": "AA"}}	lose
NaiveFreqBot	ShortWords(1-6 letters)	{"WordLengthLowerBound": 0, "WordLengthUpperBound": 5, "TotalGuessesAllowed": 10}	{"game_word": "AA"}	3	{"current_state": "A A", "guesses_left": 7, "correct_guesses": ["A"], "incorrect_guesses": ["E", "T"], "game_word": {"game_word": "AA"}}	win
BasicRandomBot	ShortWords20Guesses(1-6 letters)	{"WordLengthLowerBound": 0, "WordLengthUpperBound": 5, "TotalGuessesAllowed": 20}	{"game_word": "AALII"}	20	{"current_state": "_ _ L I I", "guesses_left": 0, "correct_guesses": ["I", "L"], "incorrect_guesses": ["X", "Z", "V", "P", "H", "D", "E", "F", "W", "T", "J", "S", "U", "Q", "B", "G", "Y", "M"], "game_word": {"game_word": "AALII"}}	lose
NaiveFreqBot	ShortWords20Guesses(1-6 letters)	{"WordLengthLowerBound": 0, "WordLengthUpperBound": 5, "TotalGuessesAllowed": 20}	{"game_word": "AALII"}	11	{"current_state": "A A L I I", "guesses_left": 9, "correct_guesses": ["A", "I", "L"], "incorrect_guesses": ["E", "T", "O", "N", "S", "H", "R", "D"], "game_word": {"game_word": "AALII"}}	win
BasicRandomBot	MediumWords(7-12 letters)	{"WordLengthLowerBound": 6, "WordLengthUpperBound": 11, "TotalGuessesAllowed": 10}	{"game_word": "AARDWOLF"}	10	{"current_state": "A A R _ _ _ _ _", "guesses_left": 0, "correct_guesses": ["A", "R"], "incorrect_guesses": ["Q", "E", "C", "V", "X", "P", "U", "K"], "game_word": {"game_word": "AARDWOLF"}}	lose
NaiveFreqBot	MediumWords(7-12 letters)	{"WordLengthLowerBound": 6, "WordLengthUpperBound": 11, "TotalGuessesAllowed": 10}	{"game_word": "AARDWOLF"}	10	{"current_state": "A A R D _ O _ _", "guesses_left": 0, "correct_guesses": ["A", "O", "R", "D"], "incorrect_guesses": ["E", "T", "I", "N", "S", "H"], "game_word": {"game_word": "AARDWOLF"}}	lose
BasicRandomBot	Default	{"WordLengthLowerBound": null, "WordLengthUpperBound": null, "TotalGuessesAllowed": 10}	{"game_word": "AARON"}	10	{"current_state": "_ _ _ _ N", "guesses_left": 0, "correct_guesses": ["N"], "incorrect_guesses": ["K", "P", "S", "M", "W", "F", "V", "U", "X"], "game_word": {"game_word": "AARON"}}	lose
NaiveFreqBot	Default	{"WordLengthLowerBound": null, "WordLengthUpperBound": null, "TotalGuessesAllowed": 10}	{"game_word": "AARON"}	9	{"current_state": "A A R O N", "guesses_left": 1, "correct_guesses": ["A", "O", "N", "R"], "incorrect_guesses": ["E", "T", "I", "S", "H"], "game_word": {"game_word": "AARON"}}	win
BasicRandomBot	ShortWords(1-6 letters)	{"WordLengthLowerBound": 0, "WordLengthUpperBound": 5, "TotalGuessesAllowed": 10}	{"game_word": "AAM"}	10	{"current_state": "_ _ M", "guesses_left": 0, "correct_guesses": ["M"], "incorrect_guesses": ["X", "T", "Q", "D", "U", "Z", "N", "F", "K"], "game_word": {"game_word": "AAM"}}	lose
NaiveFreqBot	ShortWords(1-6 letters)	{"WordLengthLowerBound": 0, "WordLengthUpperBound": 5, "TotalGuessesAllowed": 10}	{"game_word": "AAM"}	10	{"current_state": "A A _", "guesses_left": 0, "correct_guesses": ["A"], "incorrect_guesses": ["E", "T", "O", "I", "N", "S", "H", "R", "D"], "game_word": {"game_word": "AAM"}}	lose
BasicRandomBot	ShortWords20Guesses(1-6 letters)	{"WordLengthLowerBound": 0, "WordLengthUpperBound": 5, "TotalGuessesAllowed": 20}	{"game_word": "A"}	16	{"current_state": "A", "guesses_left": 4, "correct_guesses": ["A"], "incorrect_guesses": ["W", "I", "T", "G", "Q", "N", "C", "H", "R", "Y", "U", "E", "B", "V", "P"], "game_word": {"game_word": "A"}}	win
NaiveFreqBot	ShortWords20Guesses(1-6 letters)	{"WordLengthLowerBound": 0, "WordLengthUpperBound": 5, "TotalGuessesAllowed": 20}	{"game_word": "A"}	3	{"current_state": "A", "guesses_left": 17, "correct_guesses": ["A"], "incorrect_guesses": ["E", "T"], "game_word": {"game_word": "A"}}	win
BasicRandomBot	MediumWords(7-12 letters)	{"WordLengthLowerBound": 6, "WordLengthUpperBound": 11, "TotalGuessesAllowed": 10}	{"game_word": "AARDWOLF"}	10	{"current_state": "_ _ R _ W _ L _", "guesses_left": 0, "correct_guesses": ["W", "R", "L"], "incorrect_guesses": ["I", "P", "G", "Z", "H", "U", "M"], "game_word": {"game_word": "AARDWOLF"}}	lose
NaiveFreqBot	MediumWords(7-12 letters)	{"WordLengthLowerBound": 6, "WordLengthUpperBound": 11, "TotalGuessesAllowed": 10}	{"game_word": "AARDWOLF"}	10	{"current_state": "A A R D _ O _ _", "guesses_left": 0, "correct_guesses": ["A", "O", "R", "D"], "incorrect_guesses": ["E", "T", "I", "N", "S", "H"], "game_word": {"game_word": "AARDWOLF"}}	lose
BasicRandomBot	Default	{"WordLengthLowerBound": null, "WordLengthUpperBound": null, "TotalGuessesAllowed": 10}	{"game_word": "AARDVARK"}	10	{"current_state": "_ _ _ D _ _ _ _", "guesses_left": 0, "correct_guesses": ["D"], "incorrect_guesses": ["Q", "N", "T", "P", "J", "L", "C", "E", "Y"], "game_word": {"game_word": "AARDVARK"}}	lose
NaiveFreqBot	Default	{"WordLengthLowerBound": null, "WordLengthUpperBound": null, "TotalGuessesAllowed": 10}	{"game_word": "AARDVARK"}	10	{"current_state": "A A R D _ A R _", "guesses_left": 0, "correct_guesses": ["A", "R", "D"], "incorrect_guesses": ["E", "T", "O", "I", "N", "S", "H"], "game_word": {"game_word": "AARDVARK"}}	lose
BasicRandomBot	ShortWords(1-6 letters)	{"WordLengthLowerBound": 0, "WordLengthUpperBound": 5, "TotalGuessesAllowed": 10}	{"game_word": "AA"}	10	{"current_state": "_ _", "guesses_left": 0, "correct_guesses": [], "incorrect_guesses": ["Q", "N", "E", "I", "U", "J", "G", "M", "F", "H"], "game_word": {"game_word": "AA"}}	lose
NaiveFreqBot	ShortWords(1-6 letters)	{"WordLengthLowerBound": 0, "WordLengthUpperBound": 5, "TotalGuessesAllowed": 10}	{"game_word": "AA"}	3	{"current_state": "A A", "guesses_left": 7, "correct_guesses": ["A"], "incorrect_guesses": ["E", "T"], "game_word": {"game_word": "AA"}}	win
BasicRandomBot	ShortWords20Guesses(1-6 letters)	{"WordLengthLowerBound": 0, "WordLengthUpperBound": 5, "TotalGuessesAllowed": 20}	{"game_word": "AAM"}	20	{"current_state": "A A _", "guesses_left": 0, "correct_guesses": ["A"], "incorrect_guesses": ["P", "E", "I", "Q", "U", "S", "N", "X", "D", "V", "B", "Y", "L", "H", "C", "T", "R", "F", "J"], "game_word": {"game_word": "AAM"}}	lose
NaiveFreqBot	ShortWords20Guesses(1-6 letters)	{"WordLengthLowerBound": 0, "WordLengthUpperBound": 5, "TotalGuessesAllowed": 20}	{"game_word": "AAM"}	14	{"current_state": "A A M", "guesses_left": 6, "correct_guesses": ["A", "M"], "incorrect_guesses": ["E", "T", "O", "I", "N", "S", "H", "R", "D", "L", "U", "W"], "game_word": {"game_word": "AAM"}}	win
BasicRandomBot	MediumWords(7-12 letters)	{"WordLengthLowerBound": 6, "WordLengthUpperBound": 11, "TotalGuessesAllowed": 10}	{"game_word": "AARDVARK"}	10	{"current_state": "_ _ R _ _ _ R _", "guesses_left": 0, "correct_guesses": ["R"], "incorrect_guesses": ["F", "G", "I", "C", "B", "H", "P", "N", "Y"], "game_word": {"game_word": "AARDVARK"}}	lose
NaiveFreqBot	MediumWords(7-12 letters)	{"WordLengthLowerBound": 6, "WordLengthUpperBound": 11, "TotalGuessesAllowed": 10}	{"game_word": "AARDVARK"}	10	{"current_state": "A A R D _ A R _", "guesses_left": 0, "correct_guesses": ["A", "R", "D"], "incorrect_guesses": ["E", "T", "O", "I", "N", "S", "H"], "game_word": {"game_word": "AARDVARK"}}	lose
BasicRandomBot	Default	{"WordLengthLowerBound": null, "WordLengthUpperBound": null, "TotalGuessesAllowed": 10}	{"game_word": "AANI"}	10	{"current_state": "_ _ _ _", "guesses_left": 0, "correct_guesses": [], "incorrect_guesses": ["Z", "T", "L", "P", "F", "C", "B", "W", "D", "K"], "game_word": {"game_word": "AANI"}}	lose
NaiveFreqBot	Default	{"WordLengthLowerBound": null, "WordLengthUpperBound": null, "TotalGuessesAllowed": 10}	{"game_word": "AANI"}	6	{"current_state": "A A N I", "guesses_left": 4, "correct_guesses": ["A", "I", "N"], "incorrect_guesses": ["E", "T", "O"], "game_word": {"game_word": "AANI"}}	win
BasicRandomBot	ShortWords(1-6 letters)	{"WordLengthLowerBound": 0, "WordLengthUpperBound": 5, "TotalGuessesAllowed": 10}	{"game_word": "AALII"}	10	{"current_state": "_ _ L _ _", "guesses_left": 0, "correct_guesses": ["L"], "incorrect_guesses": ["T", "C", "N", "M", "D", "H", "O", "Q", "S"], "game_word": {"game_word": "AALII"}}	lose
NaiveFreqBot	ShortWords(1-6 letters)	{"WordLengthLowerBound": 0, "WordLengthUpperBound": 5, "TotalGuessesAllowed": 10}	{"game_word": "AALII"}	10	{"current_state": "A A _ I I", "guesses_left": 0, "correct_guesses": ["A", "I"], "incorrect_guesses": ["E", "T", "O", "N", "S", "H", "R", "D"], "game_word": {"game_word": "AALII"}}	lose
BasicRandomBot	ShortWords20Guesses(1-6 letters)	{"WordLengthLowerBound": 0, "WordLengthUpperBound": 5, "TotalGuessesAllowed": 20}	{"game_word": "AARON"}	20	{"current_state": "_ _ R O _", "guesses_left": 0, "correct_guesses": ["R", "O"], "incorrect_guesses": ["H", "L", "Z", "W", "F", "T", "S", "C", "P", "X", "D", "M", "K", "J", "Q", "Y", "G", "I"], "game_word": {"game_word": "AARON"}}	lose
NaiveFreqBot	ShortWords20Guesses(1-6 letters)	{"WordLengthLowerBound": 0, "WordLengthUpperBound": 5, "TotalGuessesAllowed": 20}	{"game_word": "AARON"}	9	{"current_state": "A A R O N", "guesses_left": 11, "correct_guesses": ["A", "O", "N", "R"], "incorrect_guesses": ["E", "T", "I", "S", "H"], "game_word": {"game_word": "AARON"}}	win
BasicRandomBot	MediumWords(7-12 letters)	{"WordLengthLowerBound": 6, "WordLengthUpperBound": 11, "TotalGuessesAllowed": 10}	{"game_word": "AARDVARK"}	10	{"current_state": "_ _ R _ V _ R _", "guesses_left": 0, "correct_guesses": ["R", "V"], "incorrect_guesses": ["P", "T", "F", "G", "N", "X", "Q", "L"], "game_word": {"game_word": "AARDVARK"}}	lose
NaiveFreqBot	MediumWords(7-12 letters)	{"WordLengthLowerBound": 6, "WordLengthUpperBound": 11, "TotalGuessesAllowed": 10}	{"game_word": "AARDVARK"}	10	{"current_state": "A A R D _ A R _", "guesses_left": 0, "correct_guesses": ["A", "R", "D"], "incorrect_guesses": ["E", "T", "O", "I", "N", "S", "H"], "game_word": {"game_word": "AARDVARK"}}	lose
BasicRandomBot	Default	{"WordLengthLowerBound": null, "WordLengthUpperBound": null, "TotalGuessesAllowed": 10}	{"game_word": "AAL"}	10	{"current_state": "_ _ L", "guesses_left": 0, "correct_guesses": ["L"], "incorrect_guesses": ["S", "O", "W", "V", "K", "N", "R", "X", "U"], "game_word": {"game_word": "AAL"}}	lose
NaiveFreqBot	Default	{"WordLengthLowerBound": null, "WordLengthUpperBound": null, "TotalGuessesAllowed": 10}	{"game_word": "AAL"}	10	{"current_state": "A A _", "guesses_left": 0, "correct_guesses": ["A"], "incorrect_guesses": ["E", "T", "O", "I", "N", "S", "H", "R", "D"], "game_word": {"game_word": "AAL"}}	lose
BasicRandomBot	ShortWords(1-6 letters)	{"WordLengthLowerBound": 0, "WordLengthUpperBound": 5, "TotalGuessesAllowed": 10}	{"game_word": "AARON"}	10	{"current_state": "A A _ _ _", "guesses_left": 0, "correct_guesses": ["A"], "incorrect_guesses": ["T", "W", "Q", "Y", "E", "D", "V", "C", "U"], "game_word": {"game_word": "AARON"}}	lose
NaiveFreqBot	ShortWords(1-6 letters)	{"WordLengthLowerBound": 0, "WordLengthUpperBound": 5, "TotalGuessesAllowed": 10}	{"game_word": "AARON"}	9	{"current_state": "A A R O N", "guesses_left": 1, "correct_guesses": ["A", "O", "N", "R"], "incorrect_guesses": ["E", "T", "I", "S", "H"], "game_word": {"game_word": "AARON"}}	win
BasicRandomBot	ShortWords20Guesses(1-6 letters)	{"WordLengthLowerBound": 0, "WordLengthUpperBound": 5, "TotalGuessesAllowed": 20}	{"game_word": "AAL"}	2	{"current_state": "A A L", "guesses_left": 18, "correct_guesses": ["L", "A"], "incorrect_guesses": [], "game_word": {"game_word": "AAL"}}	win
NaiveFreqBot	ShortWords20Guesses(1-6 letters)	{"WordLengthLowerBound": 0, "WordLengthUpperBound": 5, "TotalGuessesAllowed": 20}	{"game_word": "AAL"}	11	{"current_state": "A A L", "guesses_left": 9, "correct_guesses": ["A", "L"], "incorrect_guesses": ["E", "T", "O", "I", "N", "S", "H", "R", "D"], "game_word": {"game_word": "AAL"}}	win
BasicRandomBot	MediumWords(7-12 letters)	{"WordLengthLowerBound": 6, "WordLengthUpperBound": 11, "TotalGuessesAllowed": 10}	{"game_word": "AARDVARK"}	10	{"current_state": "_ _ _ _ _ _ _ _", "guesses_left": 0, "correct_guesses": [], "incorrect_guesses": ["E", "B", "S", "P", "C", "L", "F", "G", "N", "M"], "game_word": {"game_word": "AARDVARK"}}	lose
NaiveFreqBot	MediumWords(7-12 letters)	{"WordLengthLowerBound": 6, "WordLengthUpperBound": 11, "TotalGuessesAllowed": 10}	{"game_word": "AARDVARK"}	10	{"current_state": "A A R D _ A R _", "guesses_left": 0, "correct_guesses": ["A", "R", "D"], "incorrect_guesses": ["E", "T", "O", "I", "N", "S", "H"], "game_word": {"game_word": "AARDVARK"}}	lose
BasicRandomBot	Default	{"WordLengthLowerBound": null, "WordLengthUpperBound": null, "TotalGuessesAllowed": 10}	{"game_word": "AARDVARK"}	10	{"current_state": "_ _ R D V _ R K", "guesses_left": 0, "correct_guesses": ["D", "K", "R", "V"], "incorrect_guesses": ["H", "M", "Q", "L", "G", "O"], "game_word": {"game_word": "AARDVARK"}}	lose
NaiveFreqBot	Default	{"WordLengthLowerBound": null, "WordLengthUpperBound": null, "TotalGuessesAllowed": 10}	{"game_word": "AARDVARK"}	10	{"current_state": "A A R D _ A R _", "guesses_left": 0, "correct_guesses": ["A", "R", "D"], "incorrect_guesses": ["E", "T", "O", "I", "N", "S", "H"], "game_word": {"game_word": "AARDVARK"}}	lose
BasicRandomBot	ShortWords(1-6 letters)	{"WordLengthLowerBound": 0, "WordLengthUpperBound": 5, "TotalGuessesAllowed": 10}	{"game_word": "AANI"}	10	{"current_state": "_ _ _ I", "guesses_left": 0, "correct_guesses": ["I"], "incorrect_guesses": ["P", "E", "O", "J", "T", "S", "W", "X", "Z"], "game_word": {"game_word": "AANI"}}	lose
NaiveFreqBot	ShortWords(1-6 letters)	{"WordLengthLowerBound": 0, "WordLengthUpperBound": 5, "TotalGuessesAllowed": 10}	{"game_word": "AANI"}	6	{"current_state": "A A N I", "guesses_left": 4, "correct_guesses": ["A", "I", "N"], "incorrect_guesses": ["E", "T", "O"], "game_word": {"game_word": "AANI"}}	win
BasicRandomBot	ShortWords20Guesses(1-6 letters)	{"WordLengthLowerBound": 0, "WordLengthUpperBound": 5, "TotalGuessesAllowed": 20}	{"game_word": "A"}	20	{"current_state": "_", "guesses_left": 0, "correct_guesses": [], "incorrect_guesses": ["U", "X", "Z", "T", "N", "L", "H", "C", "S", "G", "D", "R", "E", "F", "Y", "M", "B", "P", "W", "K"], "game_word": {"game_word": "A"}}	lose
NaiveFreqBot	ShortWords20Guesses(1-6 letters)	{"WordLengthLowerBound": 0, "WordLengthUpperBound": 5, "TotalGuessesAllowed": 20}	{"game_word": "A"}	3	{"current_state": "A", "guesses_left": 17, "correct_guesses": ["A"], "incorrect_guesses": ["E", "T"], "game_word": {"game_word": "A"}}	win
BasicRandomBot	MediumWords(7-12 letters)	{"WordLengthLowerBound": 6, "WordLengthUpperBound": 11, "TotalGuessesAllowed": 10}	{"game_word": "AARDVARK"}	10	{"current_state": "A A _ D V A _ _", "guesses_left": 0, "correct_guesses": ["V", "A", "D"], "incorrect_guesses": ["J", "Q", "I", "B", "H", "O", "C"], "game_word": {"game_word": "AARDVARK"}}	lose
NaiveFreqBot	MediumWords(7-12 letters)	{"WordLengthLowerBound": 6, "WordLengthUpperBound": 11, "TotalGuessesAllowed": 10}	{"game_word": "AARDVARK"}	10	{"current_state": "A A R D _ A R _", "guesses_left": 0, "correct_guesses": ["A", "R", "D"], "incorrect_guesses": ["E", "T", "O", "I", "N", "S", "H"], "game_word": {"game_word": "AARDVARK"}}	lose
BasicRandomBot	Default	{"WordLengthLowerBound": null, "WordLengthUpperBound": null, "TotalGuessesAllowed": 10}	{"game_word": "AANI"}	10	{"current_state": "_ _ N _", "guesses_left": 0, "correct_guesses": ["N"], "incorrect_guesses": ["X", "R", "P", "M", "B", "Q", "Z", "S", "K"], "game_word": {"game_word": "AANI"}}	lose
NaiveFreqBot	Default	{"WordLengthLowerBound": null, "WordLengthUpperBound": null, "TotalGuessesAllowed": 10}	{"game_word": "AANI"}	6	{"current_state": "A A N I", "guesses_left": 4, "correct_guesses": ["A", "I", "N"], "incorrect_guesses": ["E", "T", "O"], "game_word": {"game_word": "AANI"}}	win
BasicRandomBot	ShortWords(1-6 letters)	{"WordLengthLowerBound": 0, "WordLengthUpperBound": 5, "TotalGuessesAllowed": 10}	{"game_word": "A"}	10	{"current_state": "_", "guesses_left": 0, "correct_guesses": [], "incorrect_guesses": ["P", "C", "N", "L", "Y", "E", "Q", "T", "X", "V"], "game_word": {"game_word": "A"}}	lose
NaiveFreqBot	ShortWords(1-6 letters)	{"WordLengthLowerBound": 0, "WordLengthUpperBound": 5, "TotalGuessesAllowed": 10}	{"game_word": "A"}	3	{"current_state": "A", "guesses_left": 7, "correct_guesses": ["A"], "incorrect_guesses": ["E", "T"], "game_word": {"game_word": "A"}}	win
BasicRandomBot	ShortWords20Guesses(1-6 letters)	{"WordLengthLowerBound": 0, "WordLengthUpperBound": 5, "TotalGuessesAllowed": 20}	{"game_word": "AA"}	20	{"current_state": "_ _", "guesses_left": 0, "correct_guesses": [], "incorrect_guesses": ["M", "P", "B", "R", "D", "H", "G", "F", "Q", "W", "O", "T", "Z", "Y", "E", "C", "V", "S", "L", "K"], "game_word": {"game_word": "AA"}}	lose
NaiveFreqBot	ShortWords20Guesses(1-6 letters)	{"WordLengthLowerBound": 0, "WordLengthUpperBound": 5, "TotalGuessesAllowed": 20}	{"game_word": "AA"}	3	{"current_state": "A A", "guesses_left": 17, "correct_guesses": ["A"], "incorrect_guesses": ["E", "T"], "game_word": {"game_word": "AA"}}	win
BasicRandomBot	MediumWords(7-12 letters)	{"WordLengthLowerBound": 6, "WordLengthUpperBound": 11, "TotalGuessesAllowed": 10}	{"game_word": "AARDVARK"}	10	{"current_state": "A A _ _ _ A _ _", "guesses_left": 0, "correct_guesses": ["A"], "incorrect_guesses": ["S", "F", "J", "W", "I", "U", "B", "Q", "C"], "game_word": {"game_word": "AARDVARK"}}	lose
NaiveFreqBot	MediumWords(7-12 letters)	{"WordLengthLowerBound": 6, "WordLengthUpperBound": 11, "TotalGuessesAllowed": 10}	{"game_word": "AARDVARK"}	10	{"current_state": "A A R D _ A R _", "guesses_left": 0, "correct_guesses": ["A", "R", "D"], "incorrect_guesses": ["E", "T", "O", "I", "N", "S", "H"], "game_word": {"game_word": "AARDVARK"}}	lose
BasicRandomBot	Default	{"WordLengthLowerBound": null, "WordLengthUpperBound": null, "TotalGuessesAllowed": 10}	{"game_word": "AA"}	3	{"current_state": "A A", "guesses_left": 7, "correct_guesses": ["A"], "incorrect_guesses": ["G", "B"], "game_word": {"game_word": "AA"}}	win
NaiveFreqBot	Default	{"WordLengthLowerBound": null, "WordLengthUpperBound": null, "TotalGuessesAllowed": 10}	{"game_word": "AA"}	3	{"current_state": "A A", "guesses_left": 7, "correct_guesses": ["A"], "incorrect_guesses": ["E", "T"], "game_word": {"game_word": "AA"}}	win
BasicRandomBot	ShortWords(1-6 letters)	{"WordLengthLowerBound": 0, "WordLengthUpperBound": 5, "TotalGuessesAllowed": 10}	{"game_word": "AALII"}	10	{"current_state": "_ _ _ I I", "guesses_left": 0, "correct_guesses": ["I"], "incorrect_guesses": ["V", "T", "G", "B", "E", "F", "S", "X", "H"], "game_word": {"game_word": "AALII"}}	lose
NaiveFreqBot	ShortWords(1-6 letters)	{"WordLengthLowerBound": 0, "WordLengthUpperBound": 5, "TotalGuessesAllowed": 10}	{"game_word": "AALII"}	10	{"current_state": "A A _ I I", "guesses_left": 0, "correct_guesses": ["A", "I"], "incorrect_guesses": ["E", "T", "O", "N", "S", "H", "R", "D"], "game_word": {"game_word": "AALII"}}	lose
BasicRandomBot	ShortWords20Guesses(1-6 letters)	{"WordLengthLowerBound": 0, "WordLengthUpperBound": 5, "TotalGuessesAllowed": 20}	{"game_word": "AAL"}	6	{"current_state": "A A L", "guesses_left": 14, "correct_guesses": ["L", "A"], "incorrect_guesses": ["X", "E", "S", "M"], "game_word": {"game_word": "AAL"}}	win
NaiveFreqBot	ShortWords20Guesses(1-6 letters)	{"WordLengthLowerBound": 0, "WordLengthUpperBound": 5, "TotalGuessesAllowed": 20}	{"game_word": "AAL"}	11	{"current_state": "A A L", "guesses_left": 9, "correct_guesses": ["A", "L"], "incorrect_guesses": ["E", "T", "O", "I", "N", "S", "H", "R", "D"], "game_word": {"game_word": "AAL"}}	win
BasicRandomBot	MediumWords(7-12 letters)	{"WordLengthLowerBound": 6, "WordLengthUpperBound": 11, "TotalGuessesAllowed": 10}	{"game_word": "AARDVARK"}	10	{"current_state": "_ _ _ D _ _ _ _", "guesses_left": 0, "correct_guesses": ["D"], "incorrect_guesses": ["J", "B", "X", "U", "F", "Z", "W", "P", "O"], "game_word": {"game_word": "AARDVARK"}}	lose
NaiveFreqBot	MediumWords(7-12 letters)	{"WordLengthLowerBound": 6, "WordLengthUpperBound": 11, "TotalGuessesAllowed": 10}	{"game_word": "AARDVARK"}	10	{"current_state": "A A R D _ A R _", "guesses_left": 0, "correct_guesses": ["A", "R", "D"], "incorrect_guesses": ["E", "T", "O", "I", "N", "S", "H"], "game_word": {"game_word": "AARDVARK"}}	lose
BasicRandomBot	Default	{"WordLengthLowerBound": null, "WordLengthUpperBound": null, "TotalGuessesAllowed": 10}	{"game_word": "AALII"}	10	{"current_state": "A A L _ _", "guesses_left": 0, "correct_guesses": ["A", "L"], "incorrect_guesses": ["D", "O", "X", "R", "N", "C", "V", "E"], "game_word": {"game_word": "AALII"}}	lose
NaiveFreqBot	Default	{"WordLengthLowerBound": null, "WordLengthUpperBound": null, "TotalGuessesAllowed": 10}	{"game_word": "AALII"}	10	{"current_state": "A A _ I I", "guesses_left": 0, "correct_guesses": ["A", "I"], "incorrect_guesses": ["E", "T", "O", "N", "S", "H", "R", "D"], "game_word": {"game_word": "AALII"}}	lose
BasicRandomBot	ShortWords(1-6 letters)	{"WordLengthLowerBound": 0, "WordLengthUpperBound": 5, "TotalGuessesAllowed": 10}	{"game_word": "AAM"}	10	{"current_state": "_ _ M", "guesses_left": 0, "correct_guesses": ["M"], "incorrect_guesses": ["Q", "N", "K", "G", "E", "Z", "R", "B", "Y"], "game_word": {"game_word": "AAM"}}	lose
NaiveFreqBot	ShortWords(1-6 letters)	{"WordLengthLowerBound": 0, "WordLengthUpperBound": 5, "TotalGuessesAllowed": 10}	{"game_word": "AAM"}	10	{"current_state": "A A _", "guesses_left": 0, "correct_guesses": ["A"], "incorrect_guesses": ["E", "T", "O", "I", "N", "S", "H", "R", "D"], "game_word": {"game_word": "AAM"}}	lose
